exercise_id,name_es,name_en,category,body_region,exercise_family,primary_pattern,secondary_pattern,movement_angle_deg,muscle_map,region_bias,joint_actions,equipment_type,attachment,body_position,torso_angle_deg,chest_supported,back_supported,grip_orientation,grip_width,elbow_path,laterality,kinetic_chain,is_compound,rom_score,muscle_length_bias,resistance_profile,stability_demand,fatigue_systemic,fatigue_lower_back,fatigue_grip,skill_demand,variant_keys,notes
rowing_ergometer,Remo Ergómetro,Rowing Ergometer,cardio,full_body,rowing_ergometer,locomotion,,,cardiovascular_system:1.0|quadriceps:0.55|latissimus_dorsi:0.45|upper_back:0.40|hamstrings:0.30,,knee:extension|hip:extension|shoulder:extension|elbow:flexion,rowing_ergometer,,seated_dynamic,,false,false,neutral,neutral,neutral,bilateral,open,true,3,balanced,,3,5,3,3,3,damper|stroke_rate,
stair_climber,Escaladora,Stair Climber,cardio,legs,stair_climber,locomotion,,,cardiovascular_system:1.0|quadriceps:0.60|gluteus_maximus:0.60|calves:0.35,,hip:extension|knee:extension|ankle:plantarflexion,stair_climber,,standing,,false,false,neutral,neutral,neutral,bilateral,open,true,2,balanced,,3,5,1,1,2,speed|hand_support,
air_bike,Air Bike,Air Bike,cardio,full_body,air_bike,locomotion,,,cardiovascular_system:1.0|quadriceps:0.55|gluteus_maximus:0.40|deltoids:0.30|triceps_brachii:0.25,,hip:flexion_extension|knee:flexion_extension|shoulder:flexion_extension|elbow:flexion_extension,air_bike,,seated_dynamic,,false,false,neutral,neutral,neutral,bilateral,open,true,2,balanced,,2,5,1,2,2,cadence|interval_duration,
90_90_hip_mobility,Movilidad de Cadera 90/90,90/90 Hip Mobility,mobility,hips,hip_90_90,hip_rotation,,,hip_rotators:1.0|adductors:0.50,,hip:internal_rotation_external_rotation,bodyweight,,seated,,false,false,neutral,neutral,neutral,bilateral,open,false,3,balanced,,2,1,1,1,2,active_or_passive|torso_lean,
band_shoulder_external_rotation,Rotación Externa de Hombro con Banda,Band Shoulder External Rotation,mobility,shoulders,shoulder_external_rotation,external_rotation,,,infraspinatus:1.0|teres_minor:0.85|deltoid_posterior:0.25,,shoulder:external_rotation,resistance_band,,standing,,false,false,neutral,neutral,neutral,bilateral,open,false,3,balanced,0.5|0.8|1.0,2,1,1,1,1,elbow_position|band_anchor,
cat_cow,Gato-Camello,Cat-Cow,mobility,spine,cat_cow,spinal_flexion_extension,,,spinal_erectors:0.50|abdominals:0.35,,spine:flexion_extension,bodyweight,,quadruped,,false,false,neutral,neutral,neutral,bilateral,closed,false,3,balanced,,2,1,1,1,1,segmental_control|breathing,
leg_swing_front_to_back,Balanceo de Pierna Anterior-Posterior,Leg Swing Front-to-Back,mobility,hips,leg_swing,hip_flexion_extension,,,hip_flexors:0.60|hamstrings:0.60|gluteus_maximus:0.35,,hip:flexion_extension,bodyweight,,standing_supported,,false,false,neutral,neutral,neutral,unilateral,open,false,3,dynamic,,3,1,1,1,2,swing_amplitude|support,
band_shoulder_dislocate,Dislocación de Hombro con Banda,Band Shoulder Dislocate,mobility,shoulders,shoulder_dislocate,shoulder_circumduction,,,deltoids:0.45|pectoralis_major:0.35|latissimus_dorsi:0.35|rotator_cuff:0.35,,shoulder:flexion_extension_external_rotation,resistance_band,,standing,,false,false,pronated,wide,neutral,bilateral,open,false,3,dynamic,0.3|0.5|0.7,2,1,1,1,2,grip_width|band_tension,
knee_to_wall_ankle_dorsiflexion,Dorsiflexión de Tobillo Rodilla a Pared,Knee-to-Wall Ankle Dorsiflexion,mobility,ankles,ankle_dorsiflexion_mobility,ankle_dorsiflexion,,,soleus:0.45|gastrocnemius:0.35|ankle_joint:1.0,,ankle:dorsiflexion,bodyweight,,split_stance,,false,false,neutral,neutral,neutral,unilateral,closed,false,3,lengthened,,2,1,1,1,1,heel_distance|knee_path,
doorway_chest_stretch,Estiramiento de Pectoral en Marco,Doorway Chest Stretch,stretch,chest,chest_stretch,stretch,,,pectoralis_major:1.0|deltoid_anterior:0.35,,shoulder:horizontal_abduction_external_rotation,doorway,,standing,,false,false,neutral,neutral,neutral,bilateral,open,false,3,lengthened,,1,1,1,1,1,arm_height|torso_rotation,
bench_lat_stretch,Estiramiento de Dorsal en Banco,Bench Lat Stretch,stretch,back,lat_stretch,stretch,,,latissimus_dorsi:1.0|teres_major:0.45|triceps_long_head:0.30,,shoulder:flexion|spine:extension_control,bench,,kneeling,,false,false,neutral,neutral,neutral,bilateral,open,false,3,lengthened,,2,1,1,1,1,hand_position|thoracic_extension,
half_kneeling_hip_flexor_stretch,Estiramiento de Flexor de Cadera,Half-Kneeling Hip Flexor Stretch,stretch,hips,hip_flexor_stretch,stretch,,,iliopsoas:1.0|rectus_femoris:0.45,,hip:extension|pelvis:posterior_tilt,bodyweight,,half_kneeling,,false,false,neutral,neutral,neutral,unilateral,open,false,3,lengthened,,2,1,1,1,1,rear_knee_flexion|arm_position,
hamstring_stretch,Estiramiento de Isquiotibiales,Hamstring Stretch,stretch,legs,hamstring_stretch,stretch,,,hamstrings:1.0,,hip:flexion|knee:extension,bodyweight,,seated_or_standing,,false,false,neutral,neutral,neutral,unilateral_or_bilateral,open,false,3,lengthened,,2,1,1,1,1,hip_position|knee_angle,
standing_quadriceps_stretch,Estiramiento de Cuádriceps,Standing Quadriceps Stretch,stretch,legs,quadriceps_stretch,stretch,,,quadriceps:1.0|hip_flexors:0.25,,knee:flexion|hip:extension_control,bodyweight,,standing_supported,,false,false,neutral,neutral,neutral,unilateral,open,false,3,lengthened,,3,1,1,1,1,hip_extension|support,
wall_calf_stretch,Estiramiento de Gemelo en Pared,Wall Calf Stretch,stretch,legs,calf_stretch,stretch,,,gastrocnemius:1.0|soleus:0.55,,ankle:dorsiflexion|knee:extension,wall,,split_stance,,false,false,neutral,neutral,neutral,unilateral,closed,false,3,lengthened,,2,1,1,1,1,knee_angle|foot_distance,
